CityID,ObsID,year,LastObservation,City,metro_names,Country,continent,region,subregion,state_name,state_abbr,population,longitude,latitude,Walking,Cycling,Motorbykes,Active,Bus,Car,IncomeGroup,DataSource,DataLink,GDPPP 2022
M10178,ID1351,2012,NO,Darmstadt,Darmstadt,Germany,Europe,Europe,Western Europe,,,162243,8.649,49.879,0.103134479,0.147623862,NA,0.250758342,0.256825076,0.492416582,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10178,ID1352,2016,YES,Darmstadt,Darmstadt,Germany,Europe,Europe,Western Europe,,,162243,8.649,49.879,0.089089089,0.195195195,0.007007007,0.284284284,0.241241241,0.474474474,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10179,ID0149,2015,YES,Daugavpils,Daugavpils,Latvia,Europe,Europe,Northern Europe,,,96028,26.537,55.889,0.2,0.05,NA,0.25,0.35,0.4,High income,The European Platform on Mobility Management,https://epomm.eu/ ,23184.31167
M10180,C092,2019,YES,Davenport,"Davenport-Moline-Rock Island, IA-IL Metro Area",United States,North America,North America,Northern America,Iowa,IA,376779,-90.615979,41.593589,0.023359,0.001112,NA,0.024472,0.005562,0.969967,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10181,C093,2019,YES,Dayton,"Dayton, OH Metro Area",United States,North America,North America,Northern America,Ohio,OH,792415,-84.1916069,39.7589478,0.018605,0.002326,NA,0.02093,0.010465,0.968605,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10182,C094,2019,YES,Decatur,"Decatur, IL Metro Area",United States,North America,North America,Northern America,Illinois,IL,108393,-88.946927,39.852163,0.01989,0.005525,NA,0.025414,0.009945,0.964641,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10183,C095,2019,YES,Decatur,"Decatur, AL Metro Area",United States,North America,North America,Northern America,Alabama,AL,151768,-86.998774,34.562212,0.01989,0.005525,NA,0.025414,0.009945,0.964641,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10184,ID0150,2011,YES,Delhi,Delhi,India,Asia,South Asia,Southern Asia,,,28514000,77.29,28.63,0.21,0.12,NA,0.33,0.48,0.19,Lower middle income,Census of India 2011,https://censusindia.gov.in/census.website/,2484.845429
M10185,C096,2019,YES,Deltona,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",United States,North America,North America,Northern America,Florida,FL,592455,-81.2518833,29.0396219,0.011919,0.005959,NA,0.017878,0.003576,0.978546,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10186,C097,2019,YES,Denver,"Denver-Aurora-Lakewood, CO Metro Area",United States,North America,North America,Northern America,Colorado,CO,2617172,-104.959491,39.72677,0.022099,0.008287,NA,0.030387,0.023481,0.946133,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10187,C098,2019,YES,Des Moines,"Des Moines-West Des Moines, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,582353,-93.711332,41.5772115,0.021492,0.003793,NA,0.025284,0.003793,0.970923,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10188,ID0154,2003,NO,Dessau-Rosslau,Dessau-Roßlau,Germany,Europe,Europe,Western Europe,,,78800,12.24,51.823,0.23,0.24,NA,0.47,0.07,0.46,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10188,ID0153,2008,YES,Dessau-Rosslau,Dessau-Roßlau,Germany,Europe,Europe,Western Europe,,,93810,12.24,51.823,0.2,0.22,NA,0.42,0.08,0.5,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10189,C099,2019,YES,Detroit,"Detroit-Warren-Dearborn, MI Metro Area",United States,North America,North America,Northern America,Michigan,MI,4243488,-83.0466403,42.3315509,0.014981,0.002497,NA,0.017478,0.011236,0.971286,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10190,ID0155,2009,YES,Dhaka,Dhaka,Bangladesh,Asia,South Asia,Southern Asia,,,19578000,90.4059,23.7924,0.19,0.39,NA,0.58,0.29,0.13,Lower middle income,Dhaka mobility study,https://www.researchgate.net/publication/350471621_Transport_Mobility_in_Bangladesh-A_Case_Study_of_Dhaka_City,2529.080127
M10191,ID0156,2008,YES,Dippoldiswalde,Dippoldiswalde,Germany,Europe,Europe,Western Europe,,,10544,13.667,50.897,0.24,0.03,NA,0.27,0.08,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10192,ID0159,1999,NO,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.47253,0.19381,0.33367,High income,San Sebastián/Donostia: Calidad urbana: el espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10192,ID0158,2003,NO,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.48248,0.17317,0.34434,High income,San Sebastián/Donostia: Calidad urbana: el espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10192,ID0157,2007,YES,Donostia-San Sebastian,Donostia-San Sebastián,Spain,Europe,Europe,Southern Europe,,,183000,-1.982,43.314,NA,NA,NA,0.42543,0.25526,0.31932,High income,San Sebastián-Donostia. Calidad urbana: El espacio recuperado,http://habitat.aq.upm.es/bpes/mseu/bp-donostia.html,32676.98371
M10193,ID1371,2001,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.092907093,0.038961039,0.008991009,0.131868132,0.198801199,0.669330669,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1372,2004,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.073,0.028,0.008,0.101,0.231,0.668,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1373,2005,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.095669688,0.04632427,0.01510574,0.141993958,0.211480363,0.64652568,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1374,2006,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.095669688,0.04632427,0.01510574,0.141993958,0.211480363,0.64652568,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1375,2007,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.095669688,0.04632427,0.01510574,0.141993958,0.212487412,0.64551863,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1376,2008,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.095669688,0.04632427,0.01510574,0.141993958,0.212487412,0.64551863,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1377,2009,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.095669688,0.04632427,0.01510574,0.141993958,0.212487412,0.64551863,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID1378,2012,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.082828283,0.037373737,NA,0.12020202,0.223232323,0.656565657,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID0161,2013,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,580000,7.466,51.51,0.215152,0.068687,NA,0.28384,0.24242,0.47374,High income,Haushaltsbefragung zum Mobilitätsverhalten der Dortmunder Bevölkerung 2013,https://www.dortmund.de/media/p/stadtplanungs_und_bauordnungsamt/stadtplanung_bauordnung_downloads/verkehrsplanung/Vorlage_Mobilitaetsverhalten.pdf,52745.75571
M10193,ID1379,2016,NO,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,593317,7.466,51.51,0.076,0.036,0.008,0.112,0.225,0.663,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10193,ID0160,2019,YES,Dortmund,Dortmund,Germany,Europe,Europe,Western Europe,,,580000,7.466,51.51,0.19,0.1,NA,0.29,0.22,0.49,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10194,C100,2019,YES,Dothan,"Dothan, AL Metro Area",United States,North America,North America,Northern America,Alabama,AL,145158,-85.3904888,31.2232313,0.006329,0.001055,NA,0.007384,0.001055,0.991561,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10195,ID0163,2011,YES,Douro,Douro,Portugal,Europe,Europe,Southern Europe,,,95672,-6.63,41.29,NA,NA,NA,0.19,0.15,0.66,High income,The European Platform on Mobility Management,https://epomm.eu/ ,27275.11155
M10196,C101,2019,YES,Dover,"Dover, DE Metro Area",United States,North America,North America,Northern America,Delaware,DE,165444,-75.5243682,39.158168,0.010905,0.001091,NA,0.011996,0.010905,0.977099,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10197,ID0165,2001,NO,Drammen,Drammen,Norway,Europe,Europe,Northern Europe,,,55791,10.212,59.745,0.18,0.04,NA,0.22,0.11,0.67,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10197,ID0164,2005,YES,Drammen,Drammen,Norway,Europe,Europe,Northern Europe,,,55725,10.212,59.745,0.21,0.04,NA,0.25,0.1,0.65,High income,The European Platform on Mobility Management,https://epomm.eu/ ,87961.78061
M10198,ID1392,2001,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.084084084,0.071071071,0.005005005,0.155155155,0.254254254,0.590590591,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1393,2004,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.094905095,0.08991009,0.002997003,0.184815185,0.267732268,0.547452547,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1394,2005,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.073811931,0.139534884,0.011122346,0.213346815,0.296258847,0.490394338,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1395,2006,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.073811931,0.139534884,0.011122346,0.213346815,0.295247725,0.49140546,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1396,2007,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.073811931,0.139534884,0.011122346,0.213346815,0.294236603,0.492416582,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1397,2008,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.07388664,0.138663968,0.011133603,0.212550607,0.293522267,0.493927126,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1398,2009,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.073961499,0.138804458,0.011144883,0.212765957,0.292806484,0.494427558,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1399,2012,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.072507553,0.143001007,NA,0.21550856,0.279959718,0.504531722,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID1400,2016,NO,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,563311,13.741,51.06,0.067,0.15,0.021,0.217,0.262,0.521,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10198,ID0166,2018,YES,Dresden,Dresden,Germany,Europe,Europe,Western Europe,,,512546,13.741,51.06,0.26,0.18,NA,0.44,0.2,0.36,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10199,ID0171,2011,NO,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.15,0.07,NA,0.22,0.21,0.57,High income,The European Platform on Mobility Management,https://epomm.eu/ ,103684.8808
M10199,ID0170,2016,NO,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.145374,0.0837,NA,0.229075,0.236784,0.534141,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,103684.8808
M10199,ID0169,2020,YES,Dublin,Dublin,Ireland,Europe,Europe,Northern Europe,,,1100000,-6.244,53.337,0.181818,0.070707,NA,0.252525,0.151515,0.59596,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,103684.8808
M10200,C102,2019,YES,Dubuque,"Dubuque, IA Metro Area",United States,North America,North America,Northern America,Iowa,IA,93905,-90.6645718,42.5005583,NA,NA,NA,0.019495,0.008028,0.972477,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10201,ID0173,2000,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,514915,6.774,51.446,0.28,0.08,NA,0.36,0.11,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10201,ID1403,2001,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.085,0.054,0.02,0.139,0.173,0.688,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1404,2005,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.084337349,0.064257028,0.015060241,0.148594378,0.163654618,0.687751004,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1405,2006,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.084422111,0.064321608,0.015075377,0.148743719,0.163819095,0.687437186,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1406,2007,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.084422111,0.064321608,0.015075377,0.148743719,0.163819095,0.687437186,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1407,2008,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.084422111,0.064321608,0.015075377,0.148743719,0.163819095,0.687437186,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1408,2009,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.084422111,0.064321608,0.015075377,0.148743719,0.163819095,0.687437186,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1409,2012,NO,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.080889788,0.06471183,NA,0.145601618,0.158746208,0.695652174,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10201,ID1410,2016,YES,Duisburg,Duisburg,Germany,Europe,Europe,Western Europe,,,502211,6.774,51.446,0.066933067,0.058941059,0.018981019,0.125874126,0.178821179,0.695304695,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10202,C103,2019,YES,Duluth,"Duluth, MN-WI Metro Area",United States,North America,North America,Northern America,Minnesota,MN,277198,-92.1004852,46.7866719,0.04388,0.003464,NA,0.047344,0.005774,0.946882,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10203,ID0174,2001,YES,Dundee,Dundee,United Kingdom,Europe,Europe,Northern Europe,,,142070,-2.97,56.461,0.31,0.01,NA,0.32,0.2,0.48,High income,The European Platform on Mobility Management,https://epomm.eu/ ,48866.60396
M10204,ID0175,2003,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,259000,2.379,51.04,0.25,0.02,NA,0.27,0.07,0.66,High income,The European Platform on Mobility Management,https://epomm.eu/ ,44460.81785
M10204,ID1412,2007,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.09,0.03,0.02,0.12,0.1,0.78,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1413,2010,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.086589229,0.095036959,0.818373812,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1414,2011,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.078921079,0.029370629,0.022577423,0.108291708,0.093906094,0.797802198,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1415,2012,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.082191781,0.095890411,0.821917808,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1416,2013,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.079030558,0.096944152,0.82402529,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1417,2014,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.076761304,0.096740273,0.826498423,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1418,2015,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.076519916,0.096436059,0.827044025,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1419,2016,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,NA,NA,NA,0.073375262,0.094339623,0.832285115,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1420,2017,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.067,0.032,0.012,0.099,0.097,0.804,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1421,2018,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.067,0.033,0.01,0.1,0.104,0.796,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1422,2019,NO,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.067,0.033,0.01,0.1,0.104,0.796,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10204,ID1423,2020,YES,Dunkerque,Dunkerque,France,Europe,Europe,Western Europe,,,139907,2.379,51.04,0.066,0.034,0.011,0.1,0.11,0.79,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,44460.81785
M10205,C104,2019,YES,Durham,"Durham-Chapel Hill, NC Metro Area",United States,North America,North America,Northern America,North Carolina,NC,519050,-79.0558445,35.9131996,0.027066,0.008547,NA,0.035613,0.018519,0.945869,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10206,ID1424,2001,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.1,0.06,0.01,0.16,0.304,0.536,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1425,2004,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.109,0.056,0.012,0.165,0.308,0.527,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1426,2005,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.103517588,0.097487437,0.012060302,0.201005025,0.32160804,0.477386935,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1427,2006,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.102615694,0.097585513,0.012072435,0.200201207,0.32193159,0.477867203,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1428,2007,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.102719033,0.097683787,0.012084592,0.20040282,0.322255791,0.47734139,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1429,2008,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.102719033,0.097683787,0.012084592,0.20040282,0.322255791,0.47734139,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1430,2009,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.102615694,0.097585513,0.012072435,0.200201207,0.322937626,0.476861167,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID1431,2012,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.102926337,0.083753784,NA,0.186680121,0.330978809,0.48234107,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID0178,2013,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.29,0.12,NA,0.41,0.19,0.4,High income,Mobilitätsbefragung: Verkehrswende nimmt Fahrt auf,https://www.duesseldorf.de/aktuelles/news/detailansicht/newsdetail/mobilitaetsbefragung-verkehrswende-nimmt-fahrt-auf-1.html,52745.75571
M10206,ID1432,2016,NO,Dusseldorf,Dusseldorf,Germany,Europe,Europe,Western Europe,,,629047,6.787,51.226,0.087,0.096,0.016,0.183,0.311,0.506,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,52745.75571
M10206,ID0177,2017,NO,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.34,0.13,NA,0.47,0.18,0.35,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,52745.75571
M10206,ID0176,2018,YES,Dusseldorf,Düsseldorf,Germany,Europe,Europe,Western Europe,,,588000,6.787,51.226,0.27,0.16,NA,0.43,0.21,0.36,High income,Mobilitätsbefragung: Verkehrswende nimmt Fahrt auf,https://www.duesseldorf.de/aktuelles/news/detailansicht/newsdetail/mobilitaetsbefragung-verkehrswende-nimmt-fahrt-auf-1.html,52745.75571
M10207,C105,2019,YES,East Stroudsburg,"East Stroudsburg, PA Metro Area",United States,North America,North America,Northern America,Pennsylvania,PA,166878,-75.172533,40.9970909,NA,NA,NA,0.011534,0.020761,0.967705,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10208,C106,2019,YES,Eau Claire,"Eau Claire, WI Metro Area",United States,North America,North America,Northern America,Wisconsin,WI,161894,-91.4984941,44.811349,0.025346,0.00576,NA,0.031106,0.004608,0.964286,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10209,ID0181,2008,YES,Eberswalde,Eberswalde,Germany,Europe,Europe,Western Europe,,,41396,13.796,52.846,0.27,0.13,NA,0.4,0.13,0.47,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10210,ID0183,2010,NO,Edinburgh,Edinburgh,United Kingdom,Europe,Europe,Northern Europe,,,471650,-3.18,55.95,0.193878,0.071429,NA,0.265306,0.306122,0.428571,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,48866.60396
M10210,ID1436,2011,NO,Edinburgh,Edinburgh,United Kingdom,Europe,Europe,Northern Europe,,,510190,-3.18,55.95,0.183687872,0.048291158,0.004940014,0.23197903,0.310414356,0.457606614,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,48866.60396
M10210,ID0182,2019,YES,Edinburgh,Edinburgh,United Kingdom,Europe,Europe,Northern Europe,,,471650,-3.18,55.95,0.19802,0.049505,NA,0.24752,0.44554,0.30693,High income,Edinburgh City Mobility Plan-2030,https://theedinburghreporter.co.uk/wp-content/uploads/2021/02/Edinburgh-City-Mobility-Plan-2030.pdf,48866.60396
M10211,ID0184,2016,YES,Edmonton,Edmonton,Canada,North America,North America,Northern America,,,1415000,-113.491241,53.5462055,0.037,0.01,NA,0.047,0.113,0.84,High income,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm,53371.69743
M10212,ID0185,2008,YES,Eichwalde/Zeuthen,Eichwalde/Zeuthen,Germany,Europe,Europe,Western Europe,,,16417,13.623,52.378,0.16,0.18,NA,0.34,0.13,0.53,High income,The European Platform on Mobility Management,https://epomm.eu/ ,52745.75571
M10213,ID1437,2003,NO,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,290147,5.472,51.447,0.02970297,0.237623762,0.02970297,0.267326733,0.079207921,0.653465347,High income,Eurostat,https://ec.europa.eu/eurostat/databrowser/view/urb_ltran/,62536.73203
M10213,ID0188,2004,NO,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,220782,5.472,51.447,0.03,0.24,NA,0.27,0.08,0.65,High income,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit,62536.73203
M10213,ID0187,2008,NO,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,210333,5.472,51.447,0.14,0.23,NA,0.37,0.07,0.56,High income,POLIS - Cities and regions for transport innovation,https://www.polisnetwork.eu/member/eindhoven/ ,62536.73203
M10213,ID0186,2014,YES,Eindhoven,Eindhoven,Netherlands,Europe,Europe,Western Europe,,,220782,5.472,51.447,0.13,0.4,NA,0.53,0.05,0.42,High income,The European Platform on Mobility Management,https://epomm.eu/ ,62536.73203
M10214,C107,2019,YES,El Centro,"El Centro, CA Metro Area",United States,North America,North America,Northern America,California,CA,173867,-115.5630514,32.792,NA,NA,NA,0.031351,0.011892,0.956757,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
M10215,C108,2019,YES,El Paso,"El Paso, TX Metro Area",United States,North America,North America,Northern America,Texas,TX,815448,-106.329803,31.744282,0.017798,0.002225,NA,0.020022,0.010011,0.969967,High income,US CENSUS DATA - Commuting,https://censusreporter.org/ ,81695.18707
