ID,City,state_name,state_abbr,Country,year,population,longitude,latitude,Walking,Cycling,Active,Bus,Car,IncomeGroup,Region,LastObservation,metro_names,DataSource,DataLink
ID0194,Erfurt,,,Germany,2013,201368,11.0310000,50.9920000,0.300000,0.110000,0.410000,0.170000,0.420000,High income,Europe & Central Asia,YES,,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html
ID0195,Erfurt,,,Germany,2008,201368,11.0310000,50.9920000,0.290000,0.080000,0.370000,0.240000,0.390000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0196,Erfurt,,,Germany,2001,203830,11.0310000,50.9920000,0.260000,0.090000,0.350000,0.210000,0.440000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0197,Erfurt,,,Germany,1998,204000,11.0310000,50.9920000,0.330000,0.060000,0.390000,0.210000,0.400000,High income,Europe & Central Asia,NO,,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html
ID0198,Erfurt,,,Germany,1990,204000,11.0310000,50.9920000,0.410000,0.030000,0.440000,0.200000,0.360000,High income,Europe & Central Asia,NO,,Erfurt.de – das offizielle Stadtportal,https://www.erfurt.de/ef/de/leben/verkehr/daten/128392.html
ID0199,Erlangen,,,Germany,2005,103197,10.9970000,49.5830000,0.090000,0.160000,0.250000,0.140000,0.610000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0205,Essen,,,Germany,2001,588168,7.0100000,51.4490000,0.260000,0.030000,0.290000,0.170000,0.540000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0203,Essen,,,Germany,2019,583109,7.0100000,51.4490000,0.190000,0.070000,0.260000,0.190000,0.550000,High income,Europe & Central Asia,YES,,Haushaltsbefragung zum Mobilitätsverhalten in Essen 2019,https://media.essen.de/media/wwwessende/aemter/61/dokumente_7/verkehrsthemen/haushaltsbefragung/20190702_HHB_Essen_Kurzbericht.pdf
ID0204,Essen,,,Germany,2011,583109,7.0100000,51.4490000,0.220000,0.050000,0.270000,0.190000,0.540000,High income,Europe & Central Asia,NO,,Haushaltsbefragung zum Mobilitätsverhalten in Essen 2019,https://media.essen.de/media/wwwessende/aemter/61/dokumente_7/verkehrsthemen/haushaltsbefragung/20190702_HHB_Essen_Kurzbericht.pdf
ID0206,Falkensee/Dallgow/Wustermark,,,Germany,2008,55295,13.0940000,52.5610000,0.110000,0.140000,0.250000,0.150000,0.600000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0217,Frankfurt,,,Germany,2003,680000,8.6810000,50.1110000,0.300000,0.090000,0.390000,0.230000,0.380000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0218,Frankfurt,,,Germany,2001,671927,8.6810000,50.1110000,0.294118,0.098039,0.392160,0.225490,0.382350,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0215,Frankfurt,,,Germany,2015,680000,8.6810000,50.1110000,0.110000,0.150000,0.260000,0.300000,0.440000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0216,Frankfurt,,,Germany,2008,680000,8.6810000,50.1110000,0.295238,0.104762,0.400000,0.190480,0.409520,High income,Europe & Central Asia,NO,,Quantifying dimensions of Transportation Diversity: A city-based comparative approach,"Pareekh, P., Mitra, S., Majumdar, B.B.: Quantifying dimensions of Transportation Diversity: A city-based comparative approach. Transportation Research Procedia (25), 3174–3187 (2017)"
ID0219,Frankfurt am Main,,,Germany,2008,670170,8.6810000,50.1110000,0.300000,0.130000,0.430000,0.230000,0.340000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0225,Freiburg,,,Germany,2001,221924,7.8270000,48.0010000,0.240000,0.280000,0.520000,0.180000,0.300000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0224,Freiburg,,,Germany,2016,221924,7.8270000,48.0010000,0.290000,0.340000,0.630000,0.160000,0.210000,High income,Europe & Central Asia,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0226,Freiburg im Breisgau,,,Germany,2017,226000,7.8300000,47.9900000,0.290000,0.340000,0.630000,0.160000,0.210000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0227,Freital/Tharandt,,,Germany,2008,44822,13.6480000,50.9970000,0.200000,0.040000,0.240000,0.090000,0.670000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0230,Fürth,,,Germany,2018,114044,10.9790000,49.4860000,0.230000,0.100000,0.330000,0.160000,0.510000,High income,Europe & Central Asia,YES,,Grundsatzbeschluss zur Förderung des Radverkehrs in der Stadt Fürth,https://stadtrat.fuerth.de/vo0050.asp?__kvonr=58986
ID0231,Fürth,,,Germany,2016,115000,10.9790000,49.4860000,0.272727,0.111111,0.383840,0.141410,0.474750,High income,Europe & Central Asia,NO,,Fürth - Modal split,https://www.agora-verkehrswende.de/veroeffentlichungen/staedte-in-bewegung/file/pdf/?tx_agorathemen_themenliste%5Babbildung%5D=3572&cHash=e9015ac3e27eca0fc0d56c3f7120b178
ID0232,Fürth,,,Germany,2008,118247,10.9790000,49.4860000,0.240000,0.090000,0.330000,0.170000,0.500000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0233,Fürth,,,Germany,2001,114044,10.9790000,49.4860000,0.240000,0.100000,0.340000,0.180000,0.480000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0239,Gera,,,Germany,2008,105689,12.0800000,50.8770000,0.290000,0.040000,0.330000,0.190000,0.480000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0240,Gera,,,Germany,2001,100000,12.0800000,50.8770000,0.280000,0.050000,0.330000,0.200000,0.470000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0251,Göttingen,,,Germany,2009,123594,9.9280000,51.4780000,0.250000,0.270000,0.520000,0.130000,0.350000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0252,Göttingen,,,Germany,2008,129228,9.9280000,51.4780000,0.230000,0.240000,0.470000,0.120000,0.410000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0253,Göttingen,,,Germany,2001,130000,9.9280000,51.4780000,0.227723,0.247525,0.475250,0.128710,0.396040,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0264,Greifswald,,,Germany,2009,53845,13.3990000,54.0950000,0.310000,0.240000,0.550000,0.050000,0.400000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0269,Großenhain,,,Germany,2008,15652,13.5220000,51.3060000,0.200000,0.210000,0.410000,0.060000,0.530000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0006,Halle (Saale),,,Germany,2001,232323,11.9670000,51.4890000,0.277228,0.089109,0.366340,0.188120,0.445540,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0273,Halle Saale,,,Germany,2008,238837,11.9670000,51.4890000,0.290000,0.140000,0.430000,0.180000,0.390000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0276,Hamburg,,,Germany,2008,1700000,9.9840000,53.5670000,0.280000,0.120000,0.400000,0.180000,0.420000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0275,Hamburg,,,Germany,2017,1700000,9.9840000,53.5670000,0.270000,0.150000,0.420000,0.220000,0.360000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0278,Hamm,,,Germany,2008,182459,7.8140000,51.6820000,0.110000,0.170000,0.280000,0.110000,0.610000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0280,Hannover,,,Germany,2017,532000,9.7310000,52.3840000,0.217822,0.158416,0.376240,0.158420,0.465350,High income,Europe & Central Asia,NO,,Mobilität in Deutschland 2017,https://www.hannover.de/content/download/745842/file/20181127_MiD_2017_Modal_Split_Hannover_2018-11-26.pdf
ID0281,Hannover,,,Germany,2011,518386,9.7310000,52.3840000,0.210000,0.150000,0.360000,0.150000,0.490000,High income,Europe & Central Asia,NO,,Mobilität in Deutschland 2017,https://www.hannover.de/content/download/745842/file/20181127_MiD_2017_Modal_Split_Hannover_2018-11-26.pdf
ID0282,Hannover,,,Germany,2002,517310,9.7310000,52.3840000,0.280000,0.130000,0.410000,0.170000,0.420000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0279,Hannover,,,Germany,2017,532000,9.7310000,52.3840000,0.260000,0.190000,0.450000,0.190000,0.360000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0287,Heidelberg,,,Germany,2010,139200,8.6740000,49.4100000,0.200000,0.250000,0.450000,0.180000,0.370000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0288,Heidelberg,,,Germany,2008,145642,8.6740000,49.4100000,0.180000,0.220000,0.400000,0.120000,0.480000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0289,Heidelberg,,,Germany,1999,140000,8.6740000,49.4100000,0.170000,0.200000,0.370000,0.200000,0.430000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0290,Heidenau,,,Germany,2008,16456,13.8700000,50.9790000,0.280000,0.110000,0.390000,0.090000,0.520000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0291,Heilbronn,,,Germany,2008,122302,9.2100000,49.1490000,0.200000,0.080000,0.280000,0.120000,0.600000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0296,Herford,,,Germany,2011,66015,8.6740000,52.1260000,0.170000,0.120000,0.290000,0.050000,0.660000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0297,Hildesheim,,,Germany,2007,103593,9.9470000,52.1500000,0.220000,0.120000,0.340000,0.110000,0.550000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0309,Jena,,,Germany,2008,110097,11.5910000,50.9340000,0.390000,0.100000,0.490000,0.160000,0.350000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0310,Jena,,,Germany,2001,104449,11.5910000,50.9340000,0.333333,0.101010,0.434340,0.181820,0.383840,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0314,Kaiserslautern,,,Germany,2008,105352,7.7620000,49.4500000,0.290000,0.030000,0.320000,0.140000,0.540000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0315,Kamenz,,,Germany,2008,17802,14.1050000,51.2850000,0.280000,0.090000,0.370000,0.060000,0.570000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0321,Karlsruhe,,,Germany,2012,291959,8.3900000,49.0010000,0.240000,0.250000,0.490000,0.170000,0.340000,High income,Europe & Central Asia,YES,,User Perceptions and Attitudes on Sustainable Urban Transport among Young Adults,https://www.tandfonline.com/doi/abs/10.1080/1523908X.2014.886503
ID0322,Karlsruhe,,,Germany,2002,291959,8.3900000,49.0010000,0.220000,0.160000,0.380000,0.180000,0.440000,High income,Europe & Central Asia,NO,,The effect of Public Transport Investment on car ownership,https://www.researchgate.net/publication/317937028_The_Effect_of_Public_Transport_Investment_on_Car_Ownership
ID0323,Karlsruhe,,,Germany,1992,291959,8.3900000,49.0010000,0.230000,0.170000,0.400000,0.160000,0.440000,High income,Europe & Central Asia,NO,,The effect of Public Transport Investment on car ownership,https://www.researchgate.net/publication/317937028_The_Effect_of_Public_Transport_Investment_on_Car_Ownership
ID0324,Karlsruhe,,,Germany,1982,291959,8.3900000,49.0010000,0.303030,0.131313,0.434340,0.131310,0.434340,High income,Europe & Central Asia,NO,,The effect of Public Transport Investment on car ownership,https://www.researchgate.net/publication/317937028_The_Effect_of_Public_Transport_Investment_on_Car_Ownership
ID0325,Kassel,,,Germany,2008,198167,9.4920000,51.3150000,0.290000,0.070000,0.360000,0.220000,0.420000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0330,Kiel,,,Germany,2008,242600,10.1310000,54.3170000,0.280000,0.210000,0.490000,0.100000,0.410000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0331,Kiel,,,Germany,2001,238049,10.1310000,54.3170000,0.190000,0.140000,0.330000,0.130000,0.540000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0332,Koblenz,,,Germany,2005,106501,7.5920000,50.3590000,0.240000,0.080000,0.320000,0.100000,0.580000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0334,Konstanz,,,Germany,2018,85000,9.1770000,47.6740000,0.270000,0.300000,0.570000,0.120000,0.310000,High income,Europe & Central Asia,YES,,Offene Daten Konstanz,https://offenedaten-konstanz.de/dataset/modal-split/resource/d8699e8a-9d60-47e3-a37a-34e510358ae4#{}
ID0335,Konstanz,,,Germany,2007,85000,9.1770000,47.6740000,0.260000,0.220000,0.480000,0.110000,0.410000,High income,Europe & Central Asia,NO,,Offene Daten Konstanz,https://offenedaten-konstanz.de/dataset/modal-split/resource/d8699e8a-9d60-47e3-a37a-34e510358ae4#{}
ID0336,Konstanz,,,Germany,1997,85000,9.1770000,47.6740000,0.280000,0.230000,0.510000,0.100000,0.390000,High income,Europe & Central Asia,NO,,Offene Daten Konstanz,https://offenedaten-konstanz.de/dataset/modal-split/resource/d8699e8a-9d60-47e3-a37a-34e510358ae4#{}
ID0342,Krefeld,,,Germany,2004,238270,6.5980000,51.3460000,0.180000,0.170000,0.350000,0.140000,0.510000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0357,Leipzig,,,Germany,2013,518862,12.3826000,51.3500000,0.293293,0.152152,0.445450,0.171170,0.383380,High income,Europe & Central Asia,NO,,GPSM_Discover Leipzig by Sustainable Transport,https://city2030.org.ua/sites/default/files/documents/GPSM_Discover-Leipzig-Sustainable-Transport.pdf
ID0358,Leipzig,,,Germany,2008,515418,12.3826000,51.3500000,0.270000,0.140000,0.410000,0.190000,0.400000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0359,Leipzig,,,Germany,2001,518862,12.3826000,51.3500000,0.260000,0.130000,0.390000,0.170000,0.440000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0360,Leipzig,,,Germany,1991,523000,12.3826000,51.3500000,0.395000,0.058000,0.453000,0.228000,0.319000,High income,Europe & Central Asia,NO,,GPSM_Discover Leipzig by Sustainable Transport,https://city2030.org.ua/sites/default/files/documents/GPSM_Discover-Leipzig-Sustainable-Transport.pdf
ID0356,Leipzig,,,Germany,2015,518862,12.3826000,51.3500000,0.250000,0.170000,0.420000,0.180000,0.400000,High income,Europe & Central Asia,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0361,Lemgo,,,Germany,2011,44000,8.8950000,52.0320000,0.180000,0.170000,0.350000,0.090000,0.560000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0388,Lübeck,,,Germany,1994,216854,10.6720000,53.8560000,0.150000,0.110000,0.260000,0.160000,0.580000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0389,Ludwigsburg,,,Germany,2009,87735,9.1860000,48.9040000,0.200000,0.100000,0.300000,0.110000,0.590000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0390,Ludwigsfelde,,,Germany,2008,24177,9.1860000,48.9040000,0.190000,0.230000,0.420000,0.060000,0.520000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0398,Magdeburg,,,Germany,2008,234977,11.6390000,52.1320000,0.210000,0.100000,0.310000,0.210000,0.480000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0399,Magdeburg,,,Germany,2001,230456,11.6390000,52.1320000,0.178218,0.138614,0.316830,0.148510,0.534650,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0401,Mainz,,,Germany,2008,201500,8.2600000,50.0050000,0.280000,0.100000,0.380000,0.210000,0.410000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0409,Mannheim,,,Germany,2008,326964,8.4790000,49.5000000,0.270000,0.130000,0.400000,0.160000,0.440000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0415,Meißen,,,Germany,2008,27856,13.8450000,51.1580000,0.310000,0.090000,0.400000,0.120000,0.480000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0422,Moenchengladbach,,,Germany,2005,261444,6.4260000,51.1740000,0.180000,0.070000,0.250000,0.160000,0.590000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0431,Munich,,,Germany,2008,1300000,11.5720000,48.1460000,0.280000,0.140000,0.420000,0.210000,0.370000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0430,Munich,,,Germany,2017,1300000,11.5720000,48.1460000,0.240000,0.180000,0.420000,0.240000,0.340000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0433,Münster,,,Germany,2007,280000,7.6270000,51.9660000,0.160000,0.380000,0.540000,0.100000,0.360000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0432,Münster,,,Germany,2011,280000,7.6270000,51.9660000,0.220000,0.390000,0.610000,0.100000,0.290000,High income,Europe & Central Asia,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0443,Neuss,,,Germany,2012,153758,13.4820000,51.1650000,0.120000,0.100000,0.220000,0.140000,0.640000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0453,Nuremberg,,,Germany,2019,510000,11.0700000,49.4400000,0.240000,0.140000,0.380000,0.230000,0.390000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0455,Nürnberg,,,Germany,2004,503673,11.0760000,49.4500000,0.230000,0.090000,0.320000,0.210000,0.470000,High income,Europe & Central Asia,NO,,Mobilität in Nürnberg,https://www.vag.de/fileadmin/user_upload/06_dokumente/Daten_und_Fakten/daten-fakten-band-01-nuernberg-vag.pdf
ID0454,Nürnberg,,,Germany,2016,518000,11.0760000,49.4500000,0.237624,0.138614,0.376240,0.198020,0.425740,High income,Europe & Central Asia,YES,,Nürnberg - Modal split,https://www.agora-verkehrswende.de/veroeffentlichungen/staedte-in-bewegung/file/pdf/?tx_agorathemen_themenliste%5Babbildung%5D=3585&cHash=98b6d16a47fdc479115798c5f43e44a7
ID0456,Oberhausen,,,Germany,2020,213000,6.8620000,51.4900000,0.220000,0.060000,0.280000,0.150000,0.570000,High income,Europe & Central Asia,YES,,Oberhausen - Mobilitätskarte,https://serviceportal.oberhausen.de/suche/-/egov-bis-detail/dienstleistung/117175/show
ID0458,Oldenburg,,,Germany,2007,159563,8.2270000,53.1360000,0.170000,0.220000,0.390000,0.060000,0.550000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0461,Oranienburg,,,Germany,2008,41488,13.2380000,52.7440000,0.200000,0.200000,0.400000,0.100000,0.500000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0470,Osnabrück,,,Germany,2010,164405,8.0510000,52.2750000,0.190000,0.120000,0.310000,0.160000,0.530000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0471,Osnabrück,,,Germany,2008,155328,8.0510000,52.2750000,0.190000,0.110000,0.300000,0.150000,0.550000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0474,Paderborn,,,Germany,2004,143769,8.7270000,51.7130000,0.190000,0.180000,0.370000,0.070000,0.560000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0490,Pforzheim,,,Germany,2000,117156,8.7020000,48.9010000,0.240000,0.010000,0.250000,0.170000,0.580000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0491,Pirna,,,Germany,2008,39438,13.9360000,50.9570000,0.250000,0.130000,0.380000,0.120000,0.500000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0498,Potsdam,,,Germany,2008,149687,13.0610000,52.3960000,0.230000,0.200000,0.430000,0.190000,0.380000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0506,Radeberg,,,Germany,2008,18411,13.9210000,51.1230000,0.260000,0.120000,0.380000,0.070000,0.550000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0507,Ratingen,,,Germany,2013,86388,6.8440000,51.3010000,0.360000,0.110000,0.470000,0.040000,0.490000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0512,Reutlingen,,,Germany,2007,112258,9.2070000,48.5000000,0.220000,0.150000,0.370000,0.100000,0.530000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0513,Riesa,,,Germany,2008,35508,13.2890000,51.2990000,0.260000,0.150000,0.410000,0.070000,0.520000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0520,Rostock,,,Germany,2003,198303,12.1010000,54.0970000,0.300000,0.120000,0.420000,0.210000,0.370000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0524,Rüdersdorf bei Berlin,,,Germany,2008,15582,13.8270000,52.4830000,0.210000,0.070000,0.280000,0.110000,0.610000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0526,Saarbrücken,,,Germany,2010,175741,6.9850000,49.2340000,0.230000,0.040000,0.270000,0.170000,0.560000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0538,Schweinfurt,,,Germany,2010,57917,10.2200000,50.0420000,0.220000,0.130000,0.350000,0.060000,0.590000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0539,Schwerin,,,Germany,2008,97001,11.4080000,53.6270000,0.300000,0.090000,0.390000,0.170000,0.440000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0556,Solingen,,,Germany,2008,161779,7.0700000,51.1640000,0.140000,0.030000,0.170000,0.220000,0.610000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0557,Spremberg,,,Germany,2008,25484,14.3730000,51.5790000,0.180000,0.150000,0.330000,0.050000,0.620000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0567,Strausberg,,,Germany,2008,26347,13.8840000,52.5590000,0.270000,0.110000,0.380000,0.120000,0.500000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0569,Stuttgart,,,Germany,2009,592915,9.1770000,48.7780000,0.270000,0.050000,0.320000,0.240000,0.440000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0568,Stuttgart,,,Germany,2010,592915,9.1770000,48.7780000,0.260000,0.050000,0.310000,0.240000,0.450000,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0580,Teltow/Stahnsdorf/Kleinmachnow,,,Germany,2008,53668,13.2770000,52.3940000,0.120000,0.180000,0.300000,0.120000,0.580000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0596,Ulm,,,Germany,2008,180205,10.0200000,48.3940000,0.230000,0.110000,0.340000,0.160000,0.500000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0639,Wiesbaden,,,Germany,2016,277493,8.2590000,50.0680000,0.170000,0.086000,0.256000,0.277000,0.467000,High income,Europe & Central Asia,YES,,Wiesbadener Stadtanalysen,https://www.wiesbaden.de/medien-zentral/dok/leben/stadtportrait/Stadtanalyse_LiW_Verkehr.pdf
ID0641,Witten,,,Germany,2006,100248,7.3360000,51.4480000,0.160000,0.030000,0.190000,0.130000,0.680000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0645,Wuppertal,,,Germany,2020,349470,7.1460000,51.2530000,0.220000,0.080000,0.300000,0.120000,0.580000,High income,Europe & Central Asia,YES,,Mobilitätsbefragung 2020 Stadt Wuppertal,https://www.wuppertal.de/rathaus-buergerservice/verkehr/mobil_sein/mobilitaetsbefragung.php.media/383782/Mobilitaetsuntersuchung_Wuppertal_2020_Kurzfassung.pdf
ID0646,Wuppertal,,,Germany,2011,349470,7.1460000,51.2530000,0.150000,0.020000,0.170000,0.260000,0.570000,High income,Europe & Central Asia,NO,,Mobilitätsbefragung 2020 Stadt Wuppertal,https://www.wuppertal.de/rathaus-buergerservice/verkehr/mobil_sein/mobilitaetsbefragung.php.media/383782/Mobilitaetsuntersuchung_Wuppertal_2020_Kurzfassung.pdf
ID0647,Wuppertal,,,Germany,2002,366680,7.1460000,51.2530000,0.300000,0.010000,0.310000,0.180000,0.510000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0656,Zwickau,,,Germany,2008,99605,12.4920000,50.7180000,0.230000,0.050000,0.280000,0.110000,0.610000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0010,Accra,,,Ghana,2018,4452483,-0.2000000,5.5700000,0.495050,0.009901,0.504950,0.158420,0.336630,Lower middle income,Sub-Saharan Africa,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0034,Athens,,,Greece,2006,3600000,23.7260000,37.9710000,0.080000,0.020000,0.100000,0.370000,0.530000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0317,Karditsa,,,Greece,2014,94800,21.9180000,39.3690000,0.150000,0.350000,0.500000,0.150000,0.350000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0318,Karditsa,,,Greece,2009,94800,21.9180000,39.3690000,0.230000,0.140000,0.370000,0.150000,0.480000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
